"governor.position","governor.word","governor.tag","governor.category","governors.parent.category","conjunction.word","conjunction.tag","coordination.category","coordinations.parent.category","antecedent.category","no.conjuncts","L.conjunct","L.category","L.head.word","L.head.tag","L.head.category","L.words","L.tokens","L.syllables","L.chars","R.conjunct","R.category","R.head.word","R.head.tag","R.head.category","R.words","R.tokens","R.syllables","R.chars","sentence","sent_id","double.governor"
"L","brakiem","subst:sg:inst:m3","formarzecz","fno","i","conj","fno","fno","fno",2,"wizji","fno","wizji","subst:sg:gen:f","formarzecz",1,1,2,5,"planu","fno","planu","subst:sg:gen:m3","formarzecz",1,1,2,5,"Sądzę, że bystry socjolog mógłby napisać potężne dzieło wykazując, że rewolta ""teenagerów"", frustracja młodzieży, ucieczka talentów spowodowane są brakiem wizji i planu.","NKJP_1M_1202000007/morph_47-p/morph_47.59-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,3,"Szybko zapadał mrok","zdanie","zapadał","praet:sg:m3:imperf","formaczas",3,3,6,19,"po chwili zacząłem dygotać z zimna i ze strachu","zdanie","zaczął~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",9,10,16,47,"Szybko zapadał mrok, nagle się ochłodziło i po chwili zacząłem dygotać z zimna i ze strachu.","NKJP_1M_2002000032/morph_2-p/morph_2.84-s",
"L","dygotać","inf:imperf","formaczas","fwe","i","conj","fpm","fw","fwe",2,"z zimna","fpm","z","prep:gen:nwok","przyimek",2,2,3,7,"ze strachu","fpm","ze","prep:gen:wok","przyimek",2,2,3,10,"Szybko zapadał mrok, nagle się ochłodziło i po chwili zacząłem dygotać z zimna i ze strachu.","NKJP_1M_2002000032/morph_2-p/morph_2.84-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Tymczasem mój lot nie ustawał","zdanie","ustawał","praet:sg:m3:imperf","formaczas",5,5,8,29,"w dalszym ciągu nie wiedziałem, w jaki sposób wrócić na ziemię","zdanie","wiedział~em","praet:sg:m1:imperf~aglt:sg:pri:imperf:wok","formaczas",11,13,20,62,"Tymczasem mój lot nie ustawał i w dalszym ciągu nie wiedziałem, w jaki sposób wrócić na ziemię.","NKJP_1M_2002000032/morph_2-p/morph_2.65-s",
"L","z","prep:inst:nwok","przyimek","fpm","i","conj","fno","fpm","fpm",2,"wojskiem","fno","wojskiem","subst:sg:inst:n","formarzecz",1,1,2,8,"PKP","fno","PKP","subst:pl:inst:n","formarzecz",1,1,1,3,"MPK prowadzi jeszcze rozmowy z wojskiem i PKP.","NKJP_1M_1305000001364/morph_1-p/morph_1.13-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Platforma wciąż jest zbyt silna","zdanie","jest","fin:sg:ter:imperf","formaczas",5,5,8,31,"musiałaby być w miarę równoprawnym partnerem","zdanie","by","qub","condaglt",6,7,15,44,"Platforma wciąż jest zbyt silna i musiałaby być w miarę równoprawnym partnerem.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_136-p/morph_136.22-s",
"L","że","comp","spójnik","fzd","i","conj","zdanie","fzd","fzd",2,"Włosi dawno mają domy społecznie budowane z niższym VAT-em","zdanie","mają","fin:pl:ter:imperf","formaczas",9,9,20,58,"UE nie wnosi do tego żadnych pretensji","zdanie","wnosi","fin:sg:ter:imperf","formaczas",7,7,12,38,"Pani Zyta nie wie, że Włosi dawno mają domy społecznie budowane z niższym VAT-em i UE nie wnosi do tego żadnych pretensji?","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_54-p/morph_54.49-s",
"L","z","prep:inst:nwok","przyimek","fpm","i","conj","fno","fpm","fpm",2,"materiałami","fno","materiałami","subst:pl:inst:m3","formarzecz",1,1,5,11,"surowcem","fno","surowcem","subst:sg:inst:m3","formarzecz",1,1,3,8,"Zanim nadejdą zablokowane na bocznicach kolejowych wagony z materiałami i surowcem, poprzez sprawną organizację pracy można zdziałać dużo.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_7-p/morph_7.45-s",
"L","iż","comp","spójnik","fzd","i","conj","zdanie","fzd","fzd",2,"kompromis jest potrzebny","zdanie","jest","fin:sg:ter:imperf","formaczas",3,3,7,24,"wojna nic nie da","zdanie","da","fin:sg:ter:perf","formaczas",4,4,5,16,"Ludzie uznali, że tacy przywódcy uważają, iż kompromis jest potrzebny i wojna nic nie da.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_227-p/morph_227.54-s",
"L","za","prep:inst","przyimek","fpm","i","conj","fno","fpm","fpm",2,"Kadimą","fno","Kadimą","subst:sg:inst:f","formarzecz",1,1,3,6,"innymi ugrupowaniami stawiającymi sobie podobny cel","fno","ugrupowaniami","subst:pl:inst:n","formarzecz",6,6,19,51,"Czy większość Izraelczyków pójdzie za Kadimą i innymi ugrupowaniami stawiającymi sobie podobny cel?","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_227-p/morph_227.68-s",
"L","dla","prep:gen","przyimek","fpm","i","conj","fno","fpm","fpm",2,"logopedów","fno","logopedów","subst:pl:gen:m1","formarzecz",1,1,4,9,"specjalistów od image'u","fno","specjalistów","subst:pl:gen:m1","formarzecz",3,3,8,23,"To będzie dobry rok dla logopedów i specjalistów od image'u.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_195-p/morph_195.75-s",
"L","w","prep:loc:nwok","przyimek","fpm","i","conj","fno","fpm","fpm",4,"całym tym zamieszaniu","fno","zamieszaniu","subst:sg:loc:n","formarzecz",3,3,7,21,"zawłaszczaniu państwa","fno","zawłaszczaniu","ger:sg:loc:n:imperf:aff","formarzecz",2,2,6,21,"Uważamy, że w całym tym zamieszaniu, politycznym handlu, arogancji i zawłaszczaniu państwa weryfikacja społeczna mogłaby wiele wyjaśnić.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_138-p/morph_138.36-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"W tym targu ktoś widocznie chciał zapłacić fałszywymi banknotami","zdanie","chciał","praet:sg:m1:imperf","formaczas",9,9,20,64,"sprawa się rypła","zdanie","rypła","praet:sg:f:perf","formaczas",3,3,5,16,"W tym targu ktoś widocznie chciał zapłacić fałszywymi banknotami i sprawa się rypła.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_82-p/morph_82.51-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Nad rzeką złapali go za ręce i nogi","zdanie","złapali","praet:pl:m1:perf","formaczas",8,8,13,35,"wrzucili do wody","zdanie","wrzucili","praet:pl:m1:perf","formaczas",3,3,6,16,"Nad rzeką złapali go za ręce i nogi i wrzucili do wody.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_3-p/morph_3.53-s",
"L","za","prep:acc","przyimek","fpm","i","conj","fno","fpm","fpm",2,"ręce","fno","ręce","subst:pl:acc:f","formarzecz",1,1,2,4,"nogi","fno","nogi","subst:pl:acc:f","formarzecz",1,1,2,4,"Nad rzeką złapali go za ręce i nogi i wrzucili do wody.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_3-p/morph_3.53-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Unia Wolności, której członkiem był Jan Maria Rokita, rozparcelowała Ministerstwo Spraw Wewnętrznych w 1990 r.","zdanie","rozparcelowała","praet:sg:f:perf","formaczas",15,18,40,110,"utworzyła kilka samodzielnych bytów z całym oprzyrządowaniem","zdanie","utworzyła","praet:sg:f:perf","formaczas",7,7,19,60,"Unia Wolności, której członkiem był Jan Maria Rokita, rozparcelowała Ministerstwo Spraw Wewnętrznych w 1990 r. i utworzyła kilka samodzielnych bytów z całym oprzyrządowaniem.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_105-p/morph_105.27-s",
"L","uczestniczą","fin:pl:ter:imperf","formaczas","fwe","i","conj","fno","fw","zdanie",2,"przewodniczący SPD Matthias Platzeck","fno","przewodniczący","subst:sg:nom:m1","formarzecz",4,4,10,36,"szef bawarskiej CSU Edmun Stoiber","fno","szef","subst:sg:nom:m1","formarzecz",5,5,9,33,"Oprócz 15 ministrów w gabinetowej burzy mózgów uczestniczą przewodniczący SPD Matthias Platzeck i szef bawarskiej CSU Edmun Stoiber.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_22-p/morph_22.50-s",
"L","na","prep:acc","przyimek","fpm","i","conj","fno","fpm","fpm",2,"środowiska prawnicze","fno","środowiska","subst:pl:acc:n","formarzecz",2,2,7,20,"media","fno","media","subst:pl:acc:n","formarzecz",1,1,2,5,"Po ataku na środowiska prawnicze i media partia braci Kaczyńskich przygotowuje się do rozprawy z lewicą.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_79-p/morph_79.28-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Prezes PiS-u wyciągnął z tego wnioski","zdanie","wyciągnął","praet:sg:m1:perf","formaczas",6,6,12,37,"w sobotę zapowiedział skrócenie kadencji Sejmu","zdanie","zapowiedział","praet:sg:m1:perf","formaczas",6,6,16,46,"Prezes PiS-u wyciągnął z tego wnioski i w sobotę zapowiedział skrócenie kadencji Sejmu.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_46-p/morph_46.14-s",
"L","w","prep:loc:nwok","przyimek","fpm","i","conj","fno","fpm","fpm",2,"LPR","fno","LPR","subst:sg:loc:f","formarzecz",1,1,1,3,"Samoobronie","fno","Samoobronie","subst:sg:loc:f","formarzecz",1,1,4,11,"PiS z udziałem prezydenta, który przemawiał jak zdyscyplinowany członek partii swego brata, urządził nowy seans wyborczego strachu, aby poniżyć swoich sojuszników w LPR i Samoobronie.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_48-p/morph_48.31-s",
"L","Ministerstwa","subst:sg:gen:n","formarzecz","fno","i","conj","fno","fno","fno",2,"Przemysłu","fno","Przemysłu","subst:sg:gen:m3","formarzecz",1,1,3,9,"Handlu","fno","Handlu","subst:sg:gen:m3","formarzecz",1,1,2,6,"Na czele Kierownictwo Budowy sprawował pełnomocnik Ministerstwa Przemysłu i Handlu inż. Miszułowicz.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_147-p/morph_147.27-s",
"L","podległe","adj:pl:nom:f:pos","formaprzym","fpt","i","conj","fno","fw","fpt",2,"Centralnemu Zarządowi Przemysłu Drzewnego","fno","Zarządowi","subst:sg:dat:m3","formarzecz",4,4,14,41,"Centralnemu Zarządowi Przemysłu Mineralnego","fno","Zarządowi","subst:sg:dat:m3","formarzecz",4,4,16,43,"W dużej mierze do przedterminowego wykonania robót przyczyniły się fabryki podległe Centralnemu Zarządowi Przemysłu Drzewnego i Centralnemu Zarządowi Przemysłu Mineralnego.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_147-p/morph_147.78-s",
"L","a","conj","spójnik","fno","i","conj","fno","fno","fno",2,"podziałów","fno","podziałów","subst:pl:gen:m3","formarzecz",1,1,3,9,"rozłamów","fno","rozłamów","subst:pl:gen:m3","formarzecz",1,1,3,8,"Słychać jednak głosy, że może to doprowadzić do wewnętrznych przepychanek, a nawet podziałów i rozłamów.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_21-p/morph_21.43-s",
0,,,,,"i","conj","fwe","ff",,2,"nie ma","fwe","ma","fin:sg:ter:imperf","formaczas",2,2,2,6,"nie będzie miała","fwe","miała","praet:sg:f:imperf","przyzlo",3,3,5,16,"Prawica ani za przeszłość, ani za teraźniejszość nie ma i nie będzie miała żadnych skrupułów.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_141-p/morph_141.65-s",
"R","czerpie","fin:sg:ter:imperf","formaczas","fwe","i","conj","fwe","fl","zdanie",2,"manipulując prawem, wymiarem sprawiedliwości","fwe","manipulując","pcon:imperf","formaczas",4,5,16,44,"zwalczając wirtualnych wrogów","fwe","zwalczając","pcon:imperf","formaczas",3,3,9,29,"Ziobro manipulując prawem, wymiarem sprawiedliwości i zwalczając wirtualnych wrogów czerpie z tradycji II RP.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_141-p/morph_141.41-s",
"L","pracowali","praet:pl:m1:imperf","formaczas","fwe","i","conj","fno","fw","zdanie",2,"profesor Jerzy Żołądź","fno","profesor","subst:sg:nom:m1","formarzecz",3,3,7,21,"doktor Jan Blecharz","fno","doktor","subst:sg:nom:m1","formarzecz",3,3,5,19,"Gdy z kadrą pracowali profesor Jerzy Żołądź i doktor Jan Blecharz, o kłopotach z psychiką się nie mówiło.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_153-p/morph_153.20-s",
"R","robią","fin:pl:ter:imperf","formaczas","fwe","i","conj","fno","fw","zdanie",2,"Wygląd","fno","Wygląd","subst:sg:nom:m3","formarzecz",1,1,2,6,"prezencja","fno","prezencja","subst:sg:nom:f","formarzecz",1,1,3,9,"Wygląd i prezencja nie robią na Francuzach żadnego wrażenia.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_157-p/morph_157.34-s",
"L","dziedzin","subst:pl:gen:f","formarzecz","fno","i","conj","fpt","fno","fno",2,"doskonale dotąd prosperujących","fpt","prosperujących","pact:pl:gen:f:imperf:aff","formaprzym",3,3,11,30,"dających pracę","fpt","dających","pact:pl:gen:f:imperf:aff","formaprzym",2,2,5,14,"Mistrzostwo świata w doprowadzeniu do upadku różnych dziedzin doskonale dotąd prosperujących i dających pracę.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_18-p/morph_18.58-s",
"L","Przywódcy","subst:pl:nom:m1","formarzecz","fno","i","conj","fwe","ff","fno",2,"czynili gwałtowne przygotowania do przeprowadzki","fwe","czynili","praet:pl:m1:imperf","formaczas",5,5,16,48,"wynajmowali luksusowe mieszkania w Waszyngtonie","fwe","wynajmowali","praet:pl:m1:imperf","formaczas",5,5,17,47,"Przywódcy Partii Republikańskiej, którzy przed wyborami czynili gwałtowne przygotowania do przeprowadzki i wynajmowali luksusowe mieszkania w Waszyngtonie, rozjechali się do swych rodzinnych stanów.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_5-p/morph_5.34-s",
"L","o","prep:loc","przyimek","fpm","i","conj","fno","fpm","fpm",2,"ministerialnych tekach","fno","tekach","subst:pl:loc:f","formarzecz",2,2,7,22,"naczelnych stanowiskach państwowych","fno","stanowiskach","subst:pl:loc:n","formarzecz",3,3,10,35,"Rozwiał się sen wodzów republikańskich o ministerialnych tekach i naczelnych stanowiskach państwowych.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_5-p/morph_5.57-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Obecnie analizują oni przyczyny swej klęski","zdanie","analizują","fin:pl:ter:imperf","formaczas",6,6,13,43,"szukają wyjścia z sytuacji","zdanie","szukają","fin:pl:ter:imperf","formaczas",4,4,9,26,"Obecnie analizują oni przyczyny swej klęski i szukają wyjścia z sytuacji.","NKJP_1M_TrybunaPLUSTrybunaLudu/morph_5-p/morph_5.69-s",
"L","ministra","subst:sg:gen:m1","formarzecz","fno","i","conj","fno","fno","fno",2,"spraw wewnętrznych","fno","spraw","subst:pl:gen:f","formarzecz",2,2,4,18,"administracji","fno","administracji","subst:sg:gen:f","formarzecz",1,1,5,13,"Po wybraniu przez komisję swoich kandydatów, komendant główny policji, po uzgodnieniu z wojewodą, prześle do ministra spraw wewnętrznych i administracji wniosek o powołanie jednej z proponowanych osób.","NKJP_1M_1305000000282/morph_1-p/morph_1.31-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,3,"W pewnym momencie neoprezbiter klęka twarzą do wiernych","zdanie","klęka","fin:sg:ter:imperf","formaczas",8,8,17,55,"prosi o modlitwę","zdanie","prosi","fin:sg:ter:imperf","formaczas",3,3,6,16,"W pewnym momencie neoprezbiter klęka twarzą do wiernych, wyciąga ku nim ręce i prosi o modlitwę.","NKJP_1M_IsakowiczZaleskiMoje/morph_7-p/morph_7.53-s",
"L","jest","fin:sg:ter:imperf","formaczas","fwe","i","conj","fpt","fpt","zdanie",2,"z ludu wybrany","fpt","wybrany","ppas:sg:nom:m1:perf:aff","formaprzym",3,3,6,14,"dla ludu ustanowiony","fpt","ustanowiony","ppas:sg:nom:m1:perf:aff","formaprzym",3,3,7,20,"Jest wiele elementów podkreślających, że kapłan jest ""z ludu wybrany i dla ludu ustanowiony"".","NKJP_1M_IsakowiczZaleskiMoje/morph_7-p/morph_7.35-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Tell właśnie zamykał drzwi","zdanie","zamykał","praet:sg:m1:imperf","formaczas",4,4,7,26,"zawieszał na nich kłódkę","zdanie","zawieszał","praet:sg:m1:imperf","formaczas",4,4,7,24,"Tell właśnie zamykał drzwi i zawieszał na nich kłódkę.","NKJP_1M_2002000090/morph_4-p/morph_4.79-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Wasielewski wyprowadził wóz z parkingu","zdanie","wyprowadził","praet:sg:m1:perf","formaczas",5,5,13,38,"włączył się do ruchu","zdanie","włączył","praet:sg:m1:perf","formaczas",4,4,6,20,"Wasielewski wyprowadził wóz z parkingu i włączył się do ruchu.","NKJP_1M_2002000187/morph_7-p/morph_7.47-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,4,"Zawahała się","zdanie","Zawahała","praet:sg:f:perf","formaczas",2,2,5,12,"podniosła słuchawkę","zdanie","podniosła","praet:sg:f:perf","formaczas",2,2,6,19,"Zawahała się, chwyciła plik, położyła na stoliku i podniosła słuchawkę.","NKJP_1M_2002000187/morph_5-p/morph_5.36-s",
"R","muszą","fin:pl:ter:imperf","formaczas","fwe","i","conj","fno","fno","zdanie",2,"partie","fno","partie","subst:pl:nom:f","formarzecz",1,1,2,6,"ugrupowania","fno","ugrupowania","subst:pl:nom:n","formarzecz",1,1,4,11,"Od 1 lutego wszystkie białoruskie partie i ugrupowania muszą ponownie złożyć wnioski o rejestrację.","NKJP_1M_1305000001634/morph_1-p/morph_1.15-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Zrobiłem szybko dwa przysiady","zdanie","Zrobił~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",4,5,9,29,"skierowałem się do łazienki","zdanie","skierował~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",4,5,9,27,"Zrobiłem szybko dwa przysiady i skierowałem się do łazienki.","NKJP_1M_2002000022/morph_7-p/morph_7.37-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Napełniłem szklankę wodą","zdanie","Napełnił~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",3,4,8,24,"wróciłem do pokoju","zdanie","wrócił~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",3,4,7,18,"Napełniłem szklankę wodą i wróciłem do pokoju.","NKJP_1M_2002000022/morph_7-p/morph_7.63-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Wypij - powiedziałem","zdanie","powiedział~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",3,4,7,20,"zrobiłem minę, według mego przekonania mającą oznaczać wesołość","zdanie","zrobił~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",8,10,21,63,"- Wypij - powiedziałem i zrobiłem minę, według mego przekonania mającą oznaczać wesołość.","NKJP_1M_2002000022/morph_8-p/morph_8.49-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Przepraszam cię - powiedziała Monika","zdanie","powiedziała","praet:sg:f:perf","formaczas",5,5,12,36,"zdusiła papierosa","zdanie","zdusiła","praet:sg:f:perf","formaczas",2,2,7,17,"- Przepraszam cię - powiedziała Monika i zdusiła papierosa.","NKJP_1M_2002000022/morph_2-p/morph_2.10-s",
"L","uwzględnieniem","subst:sg:inst:n","formarzecz","fno","i","conj","fno","fno","fno",2,"wybranych kolumn","fno","kolumn","subst:pl:gen:f","formarzecz",2,2,5,16,"sposobu sortowania","fno","sposobu","subst:sg:gen:m3","formarzecz",2,2,7,18,"Ponadto można eksportować dane do pliku tekstowego z uwzględnieniem wybranych kolumn i sposobu sortowania.","NKJP_1M_1202000003/morph_32-p/morph_32.64-s",
"L","stosować","inf:imperf","formaczas","fwe","i","conj","fno","fw","fwe",2,"pastelowe kolory tła","fno","kolory","subst:pl:acc:m3","formarzecz",3,3,8,20,"mocne barwy tekstu","fno","barwy","subst:pl:acc:f","formarzecz",3,3,6,18,"Warto stosować pastelowe kolory tła i mocne barwy tekstu lub przygotowywać te elementy w kolorach kontrastowych.","NKJP_1M_1202000003/morph_34-p/morph_34.17-s",
0,,,,,"i","conj","zdanie","wypowiedzenie",,2,"Na centralnie umieszczonym bolcu osadzamy krążek","zdanie","osadzamy","fin:pl:pri:imperf","formaczas",6,6,14,48,"dopiero wtedy naklejamy na nim gotową etykietę","zdanie","naklejamy","fin:pl:pri:imperf","formaczas",7,7,17,46,"Na centralnie umieszczonym bolcu osadzamy krążek i dopiero wtedy naklejamy na nim gotową etykietę.","NKJP_1M_1202000003/morph_34-p/morph_34.52-s",
"R","dokumentów","subst:pl:gen:m3","formarzecz","fno","i","conj","fpt","fno","fno",2,"papierowych","fpt","papierowych","adj:pl:gen:m3:pos","formaprzym",1,1,4,11,"cyfrowych","fpt","cyfrowych","adj:pl:gen:m3:pos","formaprzym",1,1,3,9,"Xerox oferuje tu konkretne rozwiązania, które łączą w całość świat papierowych i cyfrowych dokumentów.","NKJP_1M_1202000003/morph_27-p/morph_27.16-s",
"L",",","interp","spójnik","fno","i","conj","fno","fno","fno",2,"wizji","fno","wizji","subst:pl:gen:f","formarzecz",1,1,2,5,"pomysłów","fno","pomysłów","subst:pl:gen:m3","formarzecz",1,1,3,8,"Można wręcz powiedzieć, że władza boi się niezależności tych struktur, ich śmiałych wizji i pomysłów.","NKJP_1M_6203010000057/morph_1-p/morph_1.53-s",
0,,,,,"I..., i","conj","zdanie","wypowiedzenie",,2,"zrozumieli ludzie, że tu Bóg był","zdanie","zrozumieli","praet:pl:m1:perf","formaczas",6,7,10,32,"zburzyli ten sądowy dom, aby w nim nikt już więcej po Panu Jezusie nie sądził, a przed jabłonnymi drzewami postawili krzyż i on do dziś tam stoi","zdanie","a","conj","spójnik",27,29,46,144,"I zrozumieli ludzie, że tu Bóg był, i zburzyli ten sądowy dom, aby w nim nikt już więcej po Panu Jezusie nie sądził, a przed jabłonnymi drzewami postawili krzyż i on do dziś tam stoi.","NKJP_1M_2002000000209/morph_10-p/morph_10.64-s",
"L","cieszą","fin:pl:ter:imperf","formaczas","fwe","i..., i","conj","fpm","fw","zdanie",2,"z nowego telewizora,","fpm","z","prep:gen:nwok","przyimek",3,4,9,20,"z kafelków","fpm","z","prep:gen:nwok","przyimek",2,2,4,10,"Córki cieszą się oczywiście i z nowego telewizora, i z kafelków.","NKJP_1M_1303910001/morph_169-p/morph_169.13-s",
0,,,,,"i..., i","conj","zdanie","wypowiedzenie",,3,"Stanął na grobli","zdanie","Stanął","praet:sg:m1:perf","formaczas",3,4,5,16,"zafrasował się wielkim zafrasowaniem","zdanie","zafrasował","praet:sg:m1:perf","formaczas",4,4,12,36,"Stanął na grobli i zadumał się głębokim zadumaniem, i zafrasował się wielkim zafrasowaniem.","NKJP_1M_2002000050/morph_1-p/morph_1.20-s",
"L","od","prep:gen:nwok","przyimek","fpm","i..., i","conj","fno","fpm","fpm",3,"cementu","fno","cementu","subst:sg:gen:m3","formarzecz",1,1,3,7,"gipsu","fno","gipsu","subst:sg:gen:m3","formarzecz",1,1,2,5,"- Popluł w żylaste, wykrzywione dłonie, zżarte od cementu i wapna, i gipsu.","NKJP_1M_2002000094/morph_1-p/morph_1.81-s",
"L","gwałcą","fin:pl:ter:imperf","formaczas","fwe","i..., i","conj","fno","fw","zdanie",2,"matkę","fno","matkę","subst:sg:acc:f","formarzecz",1,1,2,5,"syna","fno","syna","subst:sg:acc:m1","formarzecz",1,1,2,4,"Klienci bardzo chętnie gwałcą i matkę, i syna.","NKJP_1M_4scal-NIE/morph_188-p/morph_188.41-s",
"R","cierpią","fin:pl:ter:imperf","formaczas","fwe","I..., i","conj","fpm","fl","zdanie",2,"w jednym,","fpm","w","prep:loc:nwok","przyimek",2,3,3,9,"w drugim wypadku","fpm","w","prep:loc:nwok","przyimek",3,3,6,16,"I w jednym, i w drugim wypadku zakres i tematyka informacji cierpią na tym ogromnie.","NKJP_1M_3302000000028/morph_41-p/morph_41.67-s",
"L","należą","fin:pl:ter:imperf","formaczas","fwe","i..., i","conj","fpm","fw","zdanie",2,"do czeskiego,","fpm","do","prep:gen","przyimek",2,3,4,13,"do bułgarskiego","fpm","do","prep:gen","przyimek",2,2,5,15,"- Zresztą ci sami należą też i do czeskiego, i do bułgarskiego.","NKJP_1M_2002000028/morph_1-p/morph_1.31-s",
0,,,,,"I..., i","conj","fno","fw",,2,"wdzięczność","fno","wdzięczność","subst:sg:acc:f","formarzecz",1,1,2,11,"wiarę w moją mużycką siłę","fno","wiarę","subst:sg:acc:f","formarzecz",5,5,10,25,"I wdzięczność, i wiarę w moją mużycką siłę.","NKJP_1M_2002000137/morph_3-p/morph_3.60-s",
"L","iż","comp","spójnik","fzd","lecz","conj","fwe","ff","fzd",2,"należało do obowiązków damy,","fwe","należało","praet:sg:n:imperf","formaczas",4,5,10,28,"niczego nie gwarantowało niewieście","fwe","gwarantowało","praet:sg:n:imperf","formaczas",4,4,12,35,"Trubadur głosił, iż jej dochowanie należało do obowiązków damy, lecz niczego nie gwarantowało niewieście.","NKJP_1M_3102000000212/morph_5-p/morph_5.26-s",
"L","To~nie~jest","pred~qub~fin:sg:ter:imperf","formaczas","fwe","lecz","conj","fno","fw","zdanie",2,"notariusz ani król,","fno","ani","conj","spójnik",3,4,5,19,"ktoś, kto dysponuje szerokimi uprawnieniami","fno","ktoś","psubst:sg:nom:m1","zaimrzecz",5,6,15,43,"To nie jest notariusz ani król, lecz ktoś, kto dysponuje szerokimi uprawnieniami - mówi w rozmowie z Adamem Michnikiem, Agnieszką Kublik i Piotrem Stasińskim ALEKSANDER KWAŚNIEWSKI.","NKJP_1M_1303900001/morph_525-p/morph_525.50-s","tak"
0,,,,,"lecz","conj","zdanie","wypowiedzenie",,2,"Kochamy Polskę,","zdanie","Kochamy","fin:pl:pri:imperf","formaczas",2,3,5,15,"fakty składające się na polską rzeczywistość działają nam na nerwy","zdanie","działają","fin:pl:ter:imperf","formaczas",10,10,21,66,"Kochamy Polskę, lecz fakty składające się na polską rzeczywistość działają nam na nerwy.","NKJP_1M_1102000010/morph_5-p/morph_5.39-s",
0,,,,,"lecz","conj","zdanie","wypowiedzenie",,2,"Mieszkamy tu wszyscy od urodzenia,","zdanie","Mieszkamy","fin:pl:pri:imperf","formaczas",5,6,10,34,"nigdy jej nie widzieliśmy","zdanie","widzieli~śmy","praet:pl:m1:imperf~aglt:pl:pri:imperf:nwok","formaczas",4,5,9,25,"- Mieszkamy tu wszyscy od urodzenia, lecz nigdy jej nie widzieliśmy.","NKJP_1M_3302000013/morph_15-p/morph_15.48-s",
"L","Jeśli","comp","spójnik","fzd","lecz","conj","fwe","ff","fzd",2,"marzy o miłości,","fwe","marzy","fin:sg:ter:imperf","formaczas",3,4,6,16,"choćby podświadomie spodziewa się odrzucenia","fwe","spodziewa","fin:sg:ter:imperf","formaczas",5,5,14,44,"Jeśli ktoś marzy o miłości, lecz choćby podświadomie spodziewa się odrzucenia, jest wielce prawdopodobne, że zostanie odrzucony.","NKJP_1M_3302000013/morph_11-p/morph_11.36-s",
