"governor.position","governor.word","governor.tag","governor.category","governors.parent.category","conjunction.word","conjunction.tag","coordination.category","coordinations.parent.category","antecedent.category","no.conjuncts","L.conjunct","L.category","L.head.word","L.head.tag","L.head.category","L.words","L.tokens","L.syllables","L.chars","R.conjunct","R.category","R.head.word","R.head.tag","R.head.category","R.words","R.tokens","R.syllables","R.chars","sentence","sent_id","double.governor"
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Do Łodzi autobusy jeżdżą jeden za drugim,","zdanie","jeżdżą","fin:pl:ter:imperf","formaczas",7,8,14,41,"oprócz PKS kursuje też miejscowa komunikacja parzęczewska","zdanie","kursuje","fin:sg:ter:imperf","formaczas",7,7,18,57,"Do Łodzi autobusy jeżdżą jeden za drugim, a oprócz PKS kursuje też miejscowa komunikacja parzęczewska.","NKJP_1M_1303900001/morph_43-p/morph_43.47-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Czy nastąpiła jakaś zmiana we włoskiej rzeczywistości,","zdanie","nastąpiła","praet:sg:f:perf","formaczas",7,8,17,54,"może to ogólniejsza tendencja przemian w kulturze","zdanie","to","pred","formaczas",7,7,15,49,"Czy nastąpiła jakaś zmiana we włoskiej rzeczywistości, a może to ogólniejsza tendencja przemian w kulturze?","NKJP_1M_1303900001/morph_247-p/morph_247.59-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Wieczorem po przyjeździe do Nowego Jorku zdążyłem jeszcze przeczytać różne materiały i przygotować swoje wystąpienie,","zdanie","zdążył~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",15,17,38,117,"potem odwiedziłem sekretarza generalnego ONZ U Thanta","zdanie","odwiedził~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",7,8,19,53,"Wieczorem po przyjeździe do Nowego Jorku zdążyłem jeszcze przeczytać różne materiały i przygotować swoje wystąpienie, a potem odwiedziłem sekretarza generalnego ONZ U Thanta.","NKJP_1M_1303900001/morph_296-p/morph_296.27-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Naszym wspólnym celem jest kultura,","zdanie","jest","fin:sg:ter:imperf","formaczas",5,6,10,35,"kultura nie ma granic","zdanie","ma","fin:sg:ter:imperf","formaczas",4,4,7,21,"Naszym wspólnym celem jest kultura, a kultura nie ma granic.","NKJP_1M_1303900001/morph_130-p/morph_130.46-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Pani Czapkowa zaścieliła stół świeżą ceratą, podała kotlety z dzika,","zdanie",",","interp","spójnik",10,12,24,68,"po obiedzie odbyło się sympozjum","zdanie","odbyło","praet:sg:n:perf","formaczas",5,5,10,32,"Pani Czapkowa zaścieliła stół świeżą ceratą, podała kotlety z dzika, a po obiedzie odbyło się sympozjum.","NKJP_1M_1303900001/morph_561-p/morph_561.43-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Czeczeńcy nie wybaczyli nigdy Stalinowi masowej wywózki,","zdanie","wybaczyli","praet:pl:m1:perf","formaczas",7,8,21,56,"każdy z nich jest wojownikiem","zdanie","jest","fin:sg:ter:imperf","formaczas",5,5,9,29,"Czeczeńcy nie wybaczyli nigdy Stalinowi masowej wywózki, a każdy z nich jest wojownikiem.","NKJP_1M_1303900001/morph_74-p/morph_74.37-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Działania operacyjne ustały,","zdanie","ustały","praet:pl:n:perf","formaczas",3,4,9,28,"C. ciągle piął się w górę","zdanie","piął","praet:sg:m1:imperf","formaczas",6,7,8,25,"- Działania operacyjne ustały, a C. ciągle piął się w górę.","NKJP_1M_1303900001/morph_314-p/morph_314.27-s",
"L","że","comp","spójnik","fzd","a","conj","zdanie","fzd","fzd",2,"trudno będzie uniknąć rozpadu partii,","zdanie","trudno~będzie","pred~bedzie:sg:ter:imperf","formaczas",5,6,11,37,"większość jej członków przejdzie do znacznie radykalniejszej organizacji Afrikaaner Volksunie","zdanie","przejdzie","fin:sg:ter:perf","formaczas",10,10,26,93,"Teraz, źródła w Partii Konserwatywnej twierdzą, że trudno będzie uniknąć rozpadu partii, a większość jej członków przejdzie do znacznie radykalniejszej organizacji Afrikaaner Volksunie.","NKJP_1M_1303900001/morph_192-p/morph_192.70-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Samolot Ignacego odrywał się od ziemi,","zdanie","odrywał","praet:sg:m3:imperf","formaczas",6,7,13,38,"Dominika i Adaś nie mogli oderwać się od siebie i intensywność ich spotkań rosła kosztem ostrożności","zdanie","i","conj","spójnik",16,16,30,100,"Samolot Ignacego odrywał się od ziemi, a Dominika i Adaś nie mogli oderwać się od siebie i intensywność ich spotkań rosła kosztem ostrożności.","NKJP_1M_2004000000301/morph_28-p/morph_28.25-s",
"L","że","comp","spójnik","fzd","a","conj","zdanie","fzd","fzd",2,"stadion w Stalowej Woli nie nadaje się do gry w tak wysokiej klasie rozgrywkowej,","zdanie","nadaje","fin:sg:ter:imperf","formaczas",14,15,26,81,"teraz nie ma dla piłkarzy „Stalówki ” odpowiedniej hali","zdanie","ma","fin:sg:ter:imperf","formaczas",9,10,18,55,"Latem, po awansie do II ligi, okazało się, że stadion w Stalowej Woli nie nadaje się do gry w tak wysokiej klasie rozgrywkowej, a teraz nie ma dla piłkarzy „Stalówki” odpowiedniej hali.","NKJP_1M_Sztafeta/morph_31-p/morph_31.54-s",
0,,,,,"a","conj","fwe","ff",,2,"nie zamierzał wykładać swoich kart,","fwe","zamierzał","praet:sg:m1:imperf","formaczas",5,6,10,35,"przynajmniej nie zamierzał robić tego od razu","fwe","zamierzał","praet:sg:m1:imperf","formaczas",7,7,14,45,"Porucznik nie zamierzał wykładać swoich kart, a przynajmniej nie zamierzał robić tego od razu.","NKJP_1M_2002000159/morph_9-p/morph_9.26-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Widownia westchnęła ze współczuciem,","zdanie","westchnęła","praet:sg:f:perf","formaczas",4,5,10,36,"Iwana to uskrzydliło","zdanie","uskrzydliło","praet:sg:n:perf","formaczas",3,3,6,20,"Widownia westchnęła ze współczuciem, a Iwana to uskrzydliło.","NKJP_1M_2004000014/morph_4-p/morph_4.10-s",
"L","Więc","conj","spójnik","wypowiedzenie","a","conj","zdanie","wypowiedzenie","wypowiedzenie",2,"już orientuję się, że jestem w polskim banku,","zdanie","orientuję","fin:sg:pri:imperf","formaczas",8,10,13,45,"blondynka całuje mnie coraz czulej i mówi tak : „Dla ciebie namaluję za darmo ”","zdanie","i","conj","spójnik",15,16,27,79,"Więc już orientuję się, że jestem w polskim banku, a blondynka całuje mnie coraz czulej i mówi tak: „Dla ciebie namaluję za darmo”.","NKJP_1M_2004000053/morph_2-p/morph_2.77-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Jestto srebrna głowa jelenia w błękitnym polu,","zdanie","Jest~to","fin:sg:ter:imperf~pred","formaczas",7,9,16,46,"nad nią widnieją trzy złote gwiazdy","zdanie","widnieją","fin:pl:ter:imperf","formaczas",6,6,10,35,"Jest to srebrna głowa jelenia w błękitnym polu, a nad nią widnieją trzy złote gwiazdy.","NKJP_1M_1305000000530/morph_1-p/morph_1.17-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"ZAIKS żąda od TeDe opłat za wykorzystywanie nagrań na antenie,","zdanie","żąda","fin:sg:ter:imperf","formaczas",10,11,21,62,"TeDe protestuje przeciwko obecnemu systemowi naliczania tantiem od całości przychodów stacji","zdanie","protestuje","fin:sg:ter:imperf","formaczas",11,11,31,92,"ZAIKS żąda od TeDe opłat za wykorzystywanie nagrań na antenie, a TeDe protestuje przeciwko obecnemu systemowi naliczania tantiem od całości przychodów stacji.","NKJP_1M_1305000000394/morph_1-p/morph_1.54-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Nagrody z Krakowa, tych pięciu tysięcy, ciągle nie wypłacają,","zdanie","wypłacają","fin:pl:ter:imperf","formaczas",9,12,20,61,"nic oprócz tego nie zarobiłem","zdanie","zarobił~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",5,6,9,29,"Nagrody z Krakowa, tych pięciu tysięcy, ciągle nie wypłacają, a nic oprócz tego nie zarobiłem.","NKJP_1M_6114000000002/morph_2-p/morph_2.33-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Kurde,","zdanie","Kurde","interj","formawykrz",1,2,2,6,"ja myślałam, że jesz tylko sałatę","zdanie","myślała~m","praet:sg:f:imperf~aglt:sg:pri:imperf:nwok","formaczas",6,8,12,33,"– Kurde, a ja myślałam, że jesz tylko sałatę.","NKJP_1M_2004000026/morph_6-p/morph_6.34-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Jesteś wrażliwy,","zdanie","Jesteś","fin:sg:sec:imperf","formaczas",2,3,5,16,"twoje intuicyjne zdolności powinny być właściwie ukierunkowane","zdanie","powinny","winien:pl:f:imperf","formaczas",7,7,21,62,"Jesteś wrażliwy, a twoje intuicyjne zdolności powinny być właściwie ukierunkowane.","NKJP_1M_3302000020/morph_2-p/morph_2.12-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Wydaje się, że ktoś idzie,","zdanie","Wydaje","fin:sg:ter:imperf","formaczas",5,7,7,26,"on już leży na ziemi","zdanie","leży","fin:sg:ter:imperf","formaczas",5,5,7,20,"Wydaje się, że ktoś idzie, a on już leży na ziemi.","NKJP_1M_Midrasz/morph_22-p/morph_22.51-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Myślisz, że ktoś na coś czeka,","zdanie","Myślisz","fin:sg:sec:imperf","formaczas",6,8,9,30,"on już uciekł","zdanie","uciekł","praet:sg:m1:perf","formaczas",3,3,3,13,"Myślisz, że ktoś na coś czeka, a on już uciekł...","NKJP_1M_Midrasz/morph_22-p/morph_22.66-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"W tym momencie będziemy głosować właśnie nad nią,","zdanie","głosować","inf:imperf","przyzlo",8,9,15,49,"następnie przejdziemy do głosowania nad całością sprawozdania komisji","zdanie","przejdziemy","fin:pl:pri:perf","formaczas",8,8,22,69,"W tym momencie będziemy głosować właśnie nad nią, a następnie przejdziemy do głosowania nad całością sprawozdania komisji.","NKJP_1M_7121900006/morph_27-p/morph_27.49-s",
"L","mogę","fin:sg:pri:imperf","formaczas","fwe","a","conj","zdanie","zdanie","zdanie",2,"mam dobre zdrowie,","zdanie","mam","fin:sg:pri:imperf","formaczas",3,4,5,18,"to jest darmo dane","zdanie","jest","fin:sg:ter:imperf","formaczas",4,4,6,18,"Zawsze mówię, że mogę pracować, bo mam dobre zdrowie, a to jest darmo dane.","NKJP_1M_1202000012/morph_4-p/morph_4.41-s",
"L","że","comp","spójnik","fzd","a","conj","zdanie","fzd","fzd",2,"własność pozostaje w rękach obywateli,","zdanie","pozostaje","fin:sg:ter:imperf","formaczas",5,6,13,38,"zaangażowanie innych, zewnętrznych akcjonariuszy mogłoby zasięg tej obywatelskiej własności ograniczyć","zdanie","by","qub","condaglt",10,12,33,102,"Program polega na tym, że własność pozostaje w rękach obywateli, a zaangażowanie innych, zewnętrznych akcjonariuszy mogłoby zasięg tej obywatelskiej własności ograniczyć.","NKJP_1M_1202000012/morph_38-p/morph_38.26-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Od 1993 r. jest kierownikiem Zakładu Współczesnych Teorii Ekonomicznych,","zdanie","jest","fin:sg:ter:imperf","formaczas",9,11,29,72,"od 1999 r. pełni funkcję dziekana Wydziału - Socjologicznego Ekonomiczno Uniwersytetu Łódzkiego","zdanie","pełni","fin:sg:ter:imperf","formaczas",12,13,42,95,"Od 1993 r. jest kierownikiem Zakładu Współczesnych Teorii Ekonomicznych, a od 1999 r. pełni funkcję dziekana Wydziału Ekonomiczno-Socjologicznego Uniwersytetu Łódzkiego.","NKJP_1M_1103000012/morph_1-p/morph_1.52-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Ten - czarny biało kocur zdobył szturmem serca pracowników Downing Street,","zdanie","zdobył","praet:sg:m2:perf","formaczas",11,12,22,74,"z czasem jego sława rozprzestrzeniła się na cały kraj","zdanie","rozprzestrzeniła","praet:sg:f:perf","formaczas",9,9,17,53,"Ten biało-czarny kocur zdobył szturmem serca pracowników Downing Street, a z czasem jego sława rozprzestrzeniła się na cały kraj.","NKJP_1M_4scal-KOT/morph_64-p/morph_64.65-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Doris wisiała na telefonie z boyfriendem,","zdanie","wisiała","praet:sg:f:imperf","formaczas",6,7,14,41,"Byonce malowała paznokcie","zdanie","malowała","praet:sg:f:imperf","formaczas",3,3,10,25,"Doris wisiała na telefonie z boyfriendem, a Byonce malowała paznokcie.","NKJP_1M_2004000060/morph_8-p/morph_8.96-s",
"L","że","comp","spójnik","fzd","a","conj","zdanie","fzd","fzd",2,"zostali oszukani,","zdanie","zostali","praet:pl:m1:perf","formaczas",2,3,6,17,"z ich wyliczeń wynika, że zwolnień pracowników nie można uzasadniać względami ekonomicznymi","zdanie","wynika","fin:sg:ter:imperf","formaczas",12,13,29,91,"Związkowcy twierdzili, że zostali oszukani, a z ich wyliczeń wynika, że zwolnień pracowników nie można uzasadniać względami ekonomicznymi.","NKJP_1M_1305000000156/morph_1-p/morph_1.46-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Również prezydent nie przybył do kombatantów na Torwar,","zdanie","przybył","praet:sg:m1:perf","formaczas",8,9,16,55,"przecież na niego czekali","zdanie","czekali","praet:pl:m1:imperf","formaczas",4,4,8,25,"Również prezydent nie przybył do kombatantów na Torwar, a przecież na niego czekali.","NKJP_1M_7121900001/morph_4-p/morph_4.77-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Kiedy w Banja Luce skończył się ostatni, decydujący o medalu mecz, Halina leżała na parkiecie,","zdanie","leżała","praet:sg:f:imperf","formaczas",15,18,33,94,"na niej kłębiła się góra ciał","zdanie","kłębiła","praet:sg:f:imperf","formaczas",6,6,9,29,"Kiedy w Banja Luce skończył się ostatni, decydujący o medalu mecz, Halina leżała na parkiecie, a na niej kłębiła się góra ciał.","NKJP_1M_1202900112/morph_5-p/morph_5.26-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Zawsze można liczyć na zrozumienie i zaufanie kolegów,","zdanie","można","pred","formaczas",8,9,18,54,"wspólne poznawanie choroby pomaga zaakceptować fakt, że jest się alkoholikiem","zdanie","pomaga","fin:sg:ter:imperf","formaczas",10,11,27,77,"Zawsze można liczyć na zrozumienie i zaufanie kolegów, a wspólne poznawanie choroby pomaga zaakceptować fakt, że jest się alkoholikiem.","NKJP_1M_3302000002/morph_1-p/morph_1.41-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Są pożyteczne, zbliżają ludzi i umacniają przyjaźnie,","zdanie","i","conj","spójnik",7,9,17,53,"artystom garmażerni, barmanom, kelnerom i sprzątaczkom płaci kasjer ambasady","zdanie","płaci","fin:sg:ter:imperf","formaczas",9,11,26,76,"Są pożyteczne, zbliżają ludzi i umacniają przyjaźnie, a artystom garmażerni, barmanom, kelnerom i sprzątaczkom płaci kasjer ambasady.","NKJP_1M_2001000021/morph_4-p/morph_4.48-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"W wyniku tego przeciwnik miał czas na organizację obrony,","zdanie","miał","praet:sg:m1:imperf","formaczas",9,10,19,57,"tempo pościgu znacznie spadało","zdanie","spadało","praet:sg:n:imperf","formaczas",4,4,10,30,"W wyniku tego przeciwnik miał czas na organizację obrony, a tempo pościgu znacznie spadało.","NKJP_1M_1202900074/morph_6-p/morph_6.42-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Wybrało na przykład hotel Tropica na plaży Patong na Phukecie, z którego prawie nic nie zostało,","zdanie","Wybrało","praet:sg:n:perf","formaczas",16,18,31,96,"sąsiedni Bay Garden ledwie tknęło, jeszcze obsługa zdążyła wyłowić z wody pływające bagaże gości z parteru","zdanie",",","interp","spójnik",16,17,38,106,"Wybrało na przykład hotel Tropica na plaży Patong na Phukecie, z którego prawie nic nie zostało, a sąsiedni Bay Garden ledwie tknęło, jeszcze obsługa zdążyła wyłowić z wody pływające bagaże gości z parteru.","NKJP_1M_1202000009/morph_127-p/morph_127.81-s",
"R",",","interp","spójnik","zdanie","a","conj","zdanie","zdanie","zdanie",2,"Po wojnie wychowywało się w rodzinach zastępczych 75 tys. dzieci,","zdanie","wychowywało","praet:sg:n:imperf","formaczas",10,12,24,65,"ta forma opieki miała bogatą tradycję","zdanie","miała","praet:sg:f:imperf","formaczas",6,6,13,37,"Po wojnie wychowywało się w rodzinach zastępczych 75 tys. dzieci, a ta forma opieki miała bogatą tradycję, jednak od końca lat 40. rodzicielstwo zastępcze zaczęto zwalczać.","NKJP_1M_1202000009/morph_35-p/morph_35.31-s",
"L","by","comp","spójnik","fzd","a","conj","zdanie","fzd","fzd",2,"obecność żołnierzy nie wpłynęła na stan zabytku,","zdanie","wpłynęła","praet:sg:f:perf","formaczas",7,8,14,48,"żołnierze w obliczu zagrożenia zaprzątali sobie głowy archeologią","zdanie","zaprzątali","praet:pl:m1:imperf","formaczas",8,8,23,65,"Trudno wymagać, by obecność żołnierzy nie wpłynęła na stan zabytku, a żołnierze w obliczu zagrożenia zaprzątali sobie głowy archeologią.","NKJP_1M_1202000009/morph_180-p/morph_180.22-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"W 2000 r. na światowych giełdach nastąpił krach,","zdanie","nastąpił","praet:sg:m3:perf","formaczas",8,10,16,48,"zawyżone kursy akcji spółek internetowych spadły na łeb","zdanie","spadły","praet:pl:m3:perf","formaczas",8,8,19,55,"W 2000 r. na światowych giełdach nastąpił krach, a zawyżone kursy akcji spółek internetowych spadły na łeb.","NKJP_1M_1202000009/morph_165-p/morph_165.44-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Bywa, że w ciągu godziny kawałek drewna zamienia się w rzeźbę,","zdanie","Bywa","fin:sg:ter:imperf","formaczas",11,13,21,62,"innym razem potrzebuje kilku dni, by coś stworzyć","zdanie","potrzebuje","fin:sg:ter:imperf","formaczas",8,9,15,49,"Bywa, że w ciągu godziny kawałek drewna zamienia się w rzeźbę, a innym razem potrzebuje kilku dni, by coś stworzyć.","NKJP_1M_1202900047/morph_5-p/morph_5.56-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Fasolę namoczyć,","zdanie","namoczyć","inf:perf","formaczas",2,3,6,16,"następnie ugotować","zdanie","ugotować","inf:perf","formaczas",2,2,6,18,"Fasolę namoczyć, a następnie ugotować.","NKJP_1M_6203010000096/morph_3-p/morph_3.12-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Kobieta, bez uprzedzenia, nie przyszła wczoraj do pracy,","zdanie","przyszła","praet:sg:f:perf","formaczas",8,11,15,56,"w mieszkaniu świeciło się światło","zdanie","świeciło","praet:sg:n:imperf","formaczas",5,5,10,33,"Kobieta, bez uprzedzenia, nie przyszła wczoraj do pracy, a w mieszkaniu świeciło się światło.","NKJP_1M_1305000001741/morph_1-p/morph_1.48-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Za chwilę zjawią się kapłanki,","zdanie","zjawią","fin:pl:ter:perf","formaczas",5,6,9,30,"ja, jako bezbożnica, zostanę zelżona i wyrzucona stąd na zbity pysk","zdanie","zostanę","fin:sg:pri:perf","formaczas",11,13,23,67,"Za chwilę zjawią się kapłanki, a ja, jako bezbożnica, zostanę zelżona i wyrzucona stąd na zbity pysk.","NKJP_1M_2002000170/morph_7-p/morph_7.71-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Jeden syn, którego odnalazła, zginął na froncie,","zdanie","zginął","praet:sg:m1:perf","formaczas",7,10,16,48,"drugiego nie odnalazła","zdanie","odnalazła","praet:sg:f:perf","formaczas",3,3,8,22,"Jeden syn, którego odnalazła, zginął na froncie, a drugiego nie odnalazła.","NKJP_1M_3102000002/morph_6-p/morph_6.21-s",
"L","między","prep:inst","przyimek","fpm","a","conj","fno","fpm","fpm",2,"ministrem skarbu, właścicielem spółki Totalizator Sportowy,","fno","ministrem","subst:sg:inst:m1","formarzecz",6,8,19,59,"nadzorującym ją ministrem finansów","fno","ministrem","subst:sg:inst:m1","formarzecz",4,4,12,34,"Przypomnijmy, że między ministrem skarbu, właścicielem spółki Totalizator Sportowy, a nadzorującym ją ministrem finansów trwa spór w związku z wyborem nowego operatora lottomatów.","NKJP_1M_1305000001466/morph_1-p/morph_1.44-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Naradzali się długo,","zdanie","Naradzali","praet:pl:m1:imperf","formaczas",3,4,7,20,"potem poszli do Spartakusa","zdanie","poszli","praet:pl:m1:perf","formaczas",4,4,9,26,"Naradzali się długo, a potem poszli do Spartakusa.","NKJP_1M_2002000049/morph_5-p/morph_5.10-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Nabożeństwo ekumeniczne celebrował ksiądz biskup Marek Jędraszewski,","zdanie","celebrował","praet:sg:m1:imperf","formaczas",7,8,21,68,"kazanie wygłosił superintendent Kościoła - metodycznego ewangelicko w Poznaniu ksiądz Jan Ostryk","zdanie","wygłosił","praet:sg:m1:perf","formaczas",12,12,31,96,"Nabożeństwo ekumeniczne celebrował ksiądz biskup Marek Jędraszewski, a kazanie wygłosił superintendent Kościoła ewangelicko-metodycznego w Poznaniu ksiądz Jan Ostryk.","NKJP_1M_1305000001119/morph_1-p/morph_1.59-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Patyk roześmiał się i pognał obcałowywać kolejne panny,","zdanie","i","conj","spójnik",8,9,19,55,"Marta podeszła do wciąż stojącej obok Kaszki","zdanie","podeszła","praet:sg:f:perf","formaczas",7,7,13,44,"Patyk roześmiał się i pognał obcałowywać kolejne panny, a Marta podeszła do wciąż stojącej obok Kaszki.","NKJP_1M_2004000019/morph_3-p/morph_3.29-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Więcej nie będziemy cytować, bo cholery dostać można,","zdanie","będziemy","bedzie:pl:pri:imperf","formaczas",8,10,18,53,"my nie lubimy się denerwować","zdanie","lubimy","fin:pl:pri:imperf","formaczas",5,5,10,28,"Więcej nie będziemy cytować, bo cholery dostać można, a my nie lubimy się denerwować.","NKJP_1M_4scal-NIE/morph_7-p/morph_7.49-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Premierów, marszałków Sejmu może być wielu,","zdanie","może","fin:sg:ter:imperf","formaczas",6,8,14,43,"przewodniczący ""Solidarności"" jest jeden","zdanie","jest","fin:sg:ter:imperf","formaczas",4,6,13,40,"Premierów, marszałków Sejmu może być wielu, a przewodniczący ""Solidarności"" jest jeden.","NKJP_1M_4scal-NIE/morph_456-p/morph_456.40-s",
"L","że","comp","spójnik","fzd","a","conj","zdanie","fzd","fzd",2,"Średzińskiego nie lubią tu, bo to postkomuch,","zdanie","lubią","fin:pl:ter:imperf","formaczas",7,9,13,45,"powiatem rządzi egzotyczna koalicja złożona z platformersów i byłych pisowców","zdanie","rządzi","fin:sg:ter:imperf","formaczas",10,10,26,77,"W siedzibie kłodzkiego starostwa powiatowego dowiaduję się, że Średzińskiego nie lubią tu, bo to postkomuch, a powiatem rządzi egzotyczna koalicja złożona z platformersów i byłych pisowców.","NKJP_1M_4scal-NIE/morph_379-p/morph_379.30-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Rodzi się pytanie o sens prohibicji, która oddaje biznes narkotykowy w ręce przestępczości zorganizowanej,","zdanie","Rodzi","fin:sg:ter:imperf","formaczas",14,16,37,106,"ta wynajduje nowe narkotyki syntetyczne coraz bardziej skuteczne, alei szkodliwe","zdanie","wynajduje","fin:sg:ter:imperf","formaczas",10,12,26,80,"Rodzi się pytanie o sens prohibicji, która oddaje biznes narkotykowy w ręce przestępczości zorganizowanej, a ta wynajduje nowe narkotyki syntetyczne coraz bardziej skuteczne, ale i szkodliwe.","NKJP_1M_4scal-NIE/morph_507-p/morph_507.62-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"PO chciałaby sprywatyzować większość szpitali,","zdanie","by","qub","condaglt",5,7,14,46,"nie potrafi zarządzać nawet jednym","zdanie","potrafi","fin:sg:ter:imperf","formaczas",5,5,11,34,"PO chciałaby sprywatyzować większość szpitali, a nie potrafi zarządzać nawet jednym.","NKJP_1M_4scal-NIE/morph_408-p/morph_408.14-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Patrzy,","zdanie","Patrzy","fin:sg:ter:imperf","formaczas",1,2,2,7,"tu we włosach łonowych roi się od weszek","zdanie","roi","fin:sg:ter:imperf","formaczas",8,8,12,40,"Patrzy, a tu we włosach łonowych roi się od weszek.","NKJP_1M_4scal-NIE/morph_147-p/morph_147.38-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Jest chujowo,","zdanie","Jest","fin:sg:ter:imperf","formaczas",2,3,4,13,"będzie jeszcze Lepper","zdanie","będzie","bedzie:sg:ter:imperf","formaczas",3,3,6,21,"Jest chujowo, a będzie jeszcze Lepper.","NKJP_1M_4scal-NIE/morph_244-p/morph_244.55-s",
"L","że","comp","spójnik","fzd","a","conj","zdanie","fzd","fzd",2,"związki piorą się z rządem,","zdanie","piorą","fin:pl:ter:imperf","formaczas",5,6,8,27,"Zarząd TP SA spokojnie robi swoje","zdanie","robi","fin:sg:ter:imperf","formaczas",6,6,11,33,"Polegają one na tym, że związki piorą się z rządem, a Zarząd TP SA spokojnie robi swoje.","NKJP_1M_4scal-NIE/morph_331-p/morph_331.58-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Dlatego problem ten musi zostać wnikliwie rozpatrzony,","zdanie","musi","fin:sg:ter:imperf","formaczas",7,8,17,54,"większość obiektów powinna być bezwzględnie zwrócona społeczeństwu, bo za jego pieniądze zostały wzniesione","zdanie","powinna","winien:sg:f:imperf","formaczas",13,14,31,107,"Dlatego problem ten musi zostać wnikliwie rozpatrzony, a większość obiektów powinna być bezwzględnie zwrócona społeczeństwu, bo za jego pieniądze zostały wzniesione.","NKJP_1M_1202900104/morph_7-p/morph_7.51-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Ten barwny świat już ją porwał,","zdanie","porwał","praet:sg:m3:perf","formaczas",6,7,8,31,"ja, dobry tatuś z bajeczki, stałem się tylko przeszkodą","zdanie","stał~em","praet:sg:m1:perf~aglt:sg:pri:imperf:wok","formaczas",9,12,17,55,"Ten barwny świat już ją porwał, a ja, dobry tatuś z bajeczki, stałem się tylko przeszkodą.","NKJP_1M_2002000092/morph_13-p/morph_13.71-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Pocałuj ją,","zdanie","Pocałuj","impt:sg:sec:perf","formaczas",2,3,4,11,"zobaczysz, że tylko krok dzieli cię od najważniejszego","zdanie","zobaczysz","fin:sg:sec:perf","formaczas",8,9,17,54,"Pocałuj ją, a zobaczysz, że tylko krok dzieli cię od najważniejszego.","NKJP_1M_1202000001/morph_1-p/morph_1.35-s",
0,,,,,"a","conj","zdanie","wypowiedzenie",,2,"Jakie języki Pan zna,","zdanie","zna","fin:sg:ter:imperf","formaczas",4,5,7,21,"które chciałby znać","zdanie","by","qub","condaglt",3,4,5,19,"Jakie języki Pan zna, a które chciałby znać?","NKJP_1M_6203010000038/morph_9-p/morph_9.60-s",
